caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,P3,P4,P7_5_4,P8_6,P9,P10,P11,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2,P5,P6,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8,P12,P15,P16,P17,P23,P26,P27,P28,P29,P30
148.0,No,Sí,60.0,56 a 65 años,NSE C1,C1,Masculino,Lince,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga un empaque práctico,Que el producto me genere confianza,Que el producto sea de calidad,Que no dañe la piel,Que tenga un precio accesible,Que sea la que siempre compran en mi casa,Que tenga trayectoria,Que esté en promoción/oferta,No precisa,,,,,,,,,,,,,,7,,Ninguno,Ninguno [NN,No precisa,,,,No precisa,,,,No precisa,,,,No precisa,,,,No precisa,,,,,No precisa,,,,No precisa,,,,,,No precisa,,,,No precisa,,,,No precisa,,,,No precisa,,,,,,No precisa,,,,No,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,No precisa,,,,,,,,,,,,120.0,,,,,,,,,1,,,,,163,1.0,1.18347052,1.23076923,"Botella,Con chupón","Botella,Con chupón",,,Desinfección de manos,Desinfección de manos,,,Botica/Farmacia de mi barrio,Porque desinfecta (mata gérmenes y bacterias),Ninguna,Maviar,Maviar,,,Alcohol puro 96°,Alcohol puro 96°,Una vez cada 2 o 3 meses,Una vez al mes
149.0,No,Sí,29.0,25 a 35 años,NSE C2,C2,Femenino,Comas,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,5. Muy satisfecho,Que tenga todas las certificaciones de calidad,Que tenga un precio accesible,Que sea fácil de encontrar en distintos establecimientos,Que esté en promoción/oferta,Que tenga trayectoria,Que tenga un empaque práctico,Que la marca sea prestigiosa,Que sea la que siempre compran en mi casa,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,,Hersil,Alkofarma,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Agua oxigenada,Alcohol puro 96°,,,,,,,Agua oxigenada,Alcohol puro 96°,,,,,,,Centrolab,,,Alkofarma,,,,,,,,,,0.0,,0.0,,,,,,,1,,1,,,,,164,1.0,1.09246215,1.03703704,Botella,Dispensador,Desinfección de manos,,"Desinfección de manos,Desinfección de objetos y superficies",,,,"Botica/Farmacia de mi barrio,Bodega","Porque es puro,Porque es de una marca reconocida","Alkofarma,Hersil","Alkofarma,Hersil",Alkofarma,,Alcohol,"Agua oxigenada,Alcohol puro 96°",Alcohol puro 96°,"Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses","Una vez cada 2 o 3 meses,Una vez al mes"
150.0,No,Sí,41.0,36 a 45 años,NSE B1,B1,Femenino,Breña,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que el producto sea de calidad,Que no dañe la piel,Que tenga todas las certificaciones de calidad,Que el producto me genere confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que la marca sea prestigiosa,Que tenga trayectoria,Que sea la que siempre compran en mi casa,Casa Grande,,,,8,,,,,,,,,,,Boreal,Casa Grande,Ninguno [NN,Portugal,,,,Portugal,,,,Erza,,,,Alkofarma,Boreal,,,Boreal,Portugal,,,,Erza,Portugal,,,Erza,Boreal,Portugal,,,,Cualquiera,,,,Erza,Boreal,Portugal,,Erza,Boreal,Portugal,,Cualquiera,,,,,,Erza,Portugal,,,Sí,Bicarbonato de sodio,Alcohol medicinal 70%,,,,,,,Bicarbonato de sodio,Alcohol medicinal 70°,,,,,Erza,,,,No precisa,,,,,,,,,100.0,,,3500.0,,,,,,1,,,1,,,,,,165,1.0,0.84784707,1.05555556,"Spray,Con pulverizador,Galonera",Spray,,Desinfección de manos,,,Desinfección de objetos y superficies,"Desinfección de manos,Desinfección de objetos y superficies","Botica/Farmacia de mi barrio,Tiendas de artículos de aseo","Porque tiene buen aroma / se siente el alcohol,Porque demora en evaporarse",Natura,"Casa Grande,Boreal,Portugal,Natura",Casa Grande,,Alcohol,"Bicarbonato de sodio,Alcohol medicinal 70%",Alcohol medicinal 70%,"Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses","2. Una vez a la semana,Una vez al mes"
151.0,No,Sí,44.0,36 a 45 años,NSE B2,B2,Femenino,Lima,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de cadena,4. Satisfecho,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga trayectoria,Que no dañe la piel,Que tenga un precio accesible,Que tenga un empaque práctico,Que esté en promoción/oferta,Que sea fácil de encontrar en distintos establecimientos,Que sea la que siempre compran en mi casa,Alkofarma,9,,,,,,,,,,,9,,,Hersil,Alkofarma,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Ninguno,,,,,Alkofarma,,,,Portugal,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,,,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,Sin marca/A granel,,,,,Alkofarma,,,Bubble,,,,,100.0,,,,1000.0,,1000.0,,,10,,,,1,,1,,,166,1.0,0.84784707,1.05555556,"Dispensador,Spray,Botella,Con chupón,Con pulverizador","Dispensador,Spray,Botella,Con chupón,Con pulverizador",Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",Curar heridas,Desinfección de manos,Desinfección de objetos y superficies,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque no irrita la piel,Porque puedo desinfectar superficies","Alkofarma,Portugal","Alkofarma,Portugal,Purol,Hersil","Alkofarma,Hersil",,"Alcohol,Agua oxigenada,Alcohol en gel","Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez al mes,Una vez cada 2 o 3 meses,Nunca","Una vez cada 15 días,Una vez cada 15 días,Una vez cada 15 días"
152.0,No,Sí,29.0,25 a 35 años,NSE C1,C1,Masculino,Comas,Trabajador independiente,Sí,,,Supermercado,Supermercado,4. Satisfecho,Que sea fácil de encontrar en distintos establecimientos,Que tenga todas las certificaciones de calidad,Que tenga un precio accesible,Que se venda en puntos de venta de confianza,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga trayectoria,Que no dañe la piel,Alkofarma,9,,,,,,9,,,,,8,,,Boreal,Alkofarma,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,Boreal,,,Alkofarma,Boreal,,,Alkofarma,Boreal,,,,Alkofarma,Boreal,,,Alkofarma,,,,,,Alkofarma,Boreal,,,Alkofarma,Boreal,,,Alkofarma,Boreal,,,Alkofarma,Boreal,,,,,Alkofarma,,,,Sí,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Alkofarma,,,Boreal,,,,,,,,,0.0,,0.0,,,,,,,1,,1,,,167,1.0,1.09246215,1.03703704,Botella,Con chupón,,,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de manos,,,"Botica/Farmacia de mi barrio,Supermercado",Porque es de una marca reconocida,Ninguna,"Alkofarma,Boreal,Hersil","Alkofarma,Boreal,Hersil",,Alcohol,"Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses","Una vez al mes,Una vez cada 15 días"
153.0,No,Sí,31.0,25 a 35 años,NSE D,D,Femenino,San Juan de Lurigancho,Su casa,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que el producto me genere confianza,Que no dañe la piel,Que la marca sea prestigiosa,Que tenga un precio accesible,Que tenga un empaque práctico,Que esté en promoción/oferta,Que sea fácil de encontrar en distintos establecimientos,Que sea la que siempre compran en mi casa,Alkofarma,10: Definitivamente lo recomendaría,,,7,,,,,,,,,,,Casa Grande,Alkofarma,Boreal,Alkofarma,Otras marcas,,,Alkofarma,,,,Ninguno,,,,Alkofarma,Otras marcas,,,Alkofarma,Otras marcas,,,,Alkofarma,,,,Boreal,Portugal,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,Portugal,Otras marcas,,Alkofarma,Portugal,,,,,Portugal,,,,Sí,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,,,,,,Agua oxigenada,Alcohol puro 96°,,,,,,,No precisa,,,Centrolab,,,,,,,,,,0.0,,120.0,,,,,,,1,,1,,,,,168,1.0,0.94332407,0.95454545,"Spray,Botella","Spray,Botella",,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies,Curar heridas",,,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque desinfecta la piel,Porque me protege contra el COVID,Porque es puro,Porque es de calidad","Alkofarma,Boreal","Casa Grande,Boreal,Alkofarma","Alkofarma,Casa Grande","Porque no me da confianza,Es desconocido",Alcohol,"Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°","Agua oxigenada,Alcohol puro 96°","Una vez cada 2 o 3 meses,Una vez al mes,Una vez al mes","Una vez al mes,2. Una vez a la semana,2. Una vez a la semana"
154.0,No,Sí,45.0,36 a 45 años,NSE C1,C1,Masculino,Los Olivos,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que se venda en puntos de venta de confianza,Que tenga todas las certificaciones de calidad,Que el producto me genere confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga un precio accesible,Que tenga un empaque práctico,Que sea la que siempre compran en mi casa,Que sea fácil de encontrar en distintos establecimientos,Portugal,,,,,,,,10: Definitivamente lo recomendaría,,,,,,,Hersil,Portugal,Ninguno [NN,Portugal,,,,Portugal,,,,Erza,Portugal,,,Otras marcas,,,,Otras marcas,,,,,Portugal,,,,Portugal,,,,,,Boreal,,,,Portugal,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,No,Alcohol medicinal 70%,Alcohol en gel,,,,,,,Alcohol medicinal 70°,Alcohol en gel,,,,,,,,,Portugal,,,,Instant Clean,,,,,,,,0.0,,,0.0,,,,,,1,,,1,,,169,1.0,1.09246215,1.03703704,Dispensador,Spray,"Desinfección de manos,Desinfección de ropa",Desinfección de manos,,,,,Botica/Farmacia de cadena,Porque desinfecta la piel,Ninguna,"Portugal,Hersil",Portugal,,,"Alcohol medicinal 70%,Alcohol en gel",Alcohol en gel,"Una vez al mes,Una vez al año","Una vez cada 15 días,Una vez al mes"
155.0,No,Sí,26.0,25 a 35 años,NSE B2,B2,Femenino,Lince,Su casa,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,5. Muy satisfecho,Que tenga un precio accesible,Que no dañe la piel,Que tenga todas las certificaciones de calidad,Que sea fácil de encontrar en distintos establecimientos,Que esté en promoción/oferta,Que la marca sea prestigiosa,Que se venda en puntos de venta de confianza,Que sea la que siempre compran en mi casa,Fabrimedic,,,,6,,,,,,,,,,,Purol,Fabrimedic,Ninguno [NN,Otras marcas,,,,Cualquiera,,,,Cualquiera,,,,Otras marcas,,,,Otras marcas,,,,,Cualquiera,,,,Cualquiera,,,,,,Cualquiera,,,,Cualquiera,,,,Cualquiera,,,,Cualquiera,,,,,,No precisa,,,,No,Agua azahar,Alcohol puro 96°,Alcohol en gel,,,,,,Agua azahar,Alcohol puro 96°,Alcohol en gel,,,,,Alkofarma,,,,Fabrimedic,,,Aval,,,,,,0.0,,,0.0,,0.0,,,,1,,,1,,1,,,171,1.0,0.84784707,1.05555556,"Botella,Con pulverizador",Spray,,"Desinfección de manos,Desinfección de objetos y superficies","Desinfección de manos,Desinfección de ropa",,"Desinfección de manos,Desinfección del cuerpo / personas que entran a la casa",,Botica/Farmacia de mi barrio,"Porque es de calidad,Porque la presentación es la adecuada",Fabrimedic,"Casa Grande,Purol,Fabrimedic","Casa Grande,Fabrimedic",,,"Agua azahar,Alcohol puro 96°,Alcohol en gel",Alcohol puro 96°,"Una vez al mes,Una vez al mes,Una vez al mes","Una vez cada 15 días,2. Una vez a la semana,Una vez cada 15 días"
156.0,No,Sí,27.0,25 a 35 años,NSE C1,C1,Femenino,La Victoria,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,5. Muy satisfecho,Que tenga un precio accesible,Que el producto sea de calidad,Que no dañe la piel,Que tenga todas las certificaciones de calidad,Que la marca sea prestigiosa,Que sea la que siempre compran en mi casa,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,8,,,,,Boreal,Alkofarma,Ninguno [NN,Alkofarma,Boreal,,,Alkofarma,Boreal,,,Alkofarma,,,,Alkofarma,Boreal,,,Alkofarma,Boreal,,,,Alkofarma,Boreal,Cualquiera,,Cualquiera,,,,,,Alkofarma,,,,Alkofarma,,,,Cualquiera,,,,Cualquiera,,,,,,No precisa,,,,No,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol medicinal 70°,Alcohol puro 96°,Alcohol en gel,,,,,,,,Alkofarma,Alkofarma,,,Centrolab,,,,,,,,0.0,0.0,,0.0,,,,,,1,1,,1,,,172,1.0,1.18347052,1.23076923,"Spray,Botella","Spray,Botella",,"Desinfección de manos,Curar heridas,Desinfección de ropa",Para llevarlo en la cartera o mochila,,,,"Botica/Farmacia de mi barrio,Bodega,Farmacias dentro de supermercados","Porque no irrita la piel,Porque la presentación es la adecuada",Ninguna,"Alkofarma,Purol","Alkofarma,Purol",,,"Alcohol puro 96°,Alcohol en gel",Alcohol puro 96°,"Con menor frecuencia,Una vez al año","Una vez al mes,2 o 3 veces por semana"
157.0,No,Sí,48.0,46 a 55 años,NSE D,D,Femenino,El Agustino,Su casa,Sí,,,(no responde),(no responde),4. Satisfecho,Que tenga un precio accesible,Que el producto sea de calidad,Que se venda en puntos de venta de confianza,Que sea fácil de encontrar en distintos establecimientos,Que la marca sea prestigiosa,Que tenga trayectoria,Que esté en promoción/oferta,Que tenga un empaque práctico,No precisa,,,,,,,,,,,,,,10: Definitivamente lo recomendaría,,Tanb,Ninguno [NN,Ninguno,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,,Otras marcas,,,,Ninguno,,,,,,Ninguno,,,,Ninguno,,,,No precisa,,,,Cualquiera,,,,,,Cualquiera,,,,No,Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°,,,,,,Agua oxigenada,Alcohol puro 96°,,,,,,,Alkofarma,,,No precisa,,,,,,,,,,120.0,,0.0,,,,,,,1,,2,,,,,173,1.0,0.94332407,0.95454545,"Spray,Botella",Spray,,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies,Curar heridas",,,,"Botica/Farmacia de mi barrio,Bodega,Mercado",Porque es puro,Tanb,Tanb,No precisa [NN,,,"Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°",Alcohol puro 96°,"Una vez al mes,Una vez cada 2 o 3 meses,Una vez cada 6 meses","Una vez cada 15 días,Una vez cada 2 o 3 meses,Una vez cada 15 días"
158.0,No,Sí,52.0,46 a 55 años,NSE C1,C1,Masculino,Breña,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que el producto sea de calidad,Que tenga trayectoria,Que esté en promoción/oferta,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que no dañe la piel,Que el producto me genere confianza,Que la marca sea prestigiosa,Que tenga un empaque práctico,Hersil,5,,,,,,,,,,,9,,,Purol,Hersil,Alkofarma,Erza,,,,Alkofarma,,,,Alkofarma,,,,Otras marcas,,,,Otras marcas,,,,,Otras marcas,,,,Alkofarma,,,,,,Cualquiera,,,,Otras marcas,,,,No precisa,,,,Cualquiera,,,,,,Alkofarma,,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°,,,,,,Bicarbonato de sodio,Alcohol puro 96°,,,,,Marca D,,,,,Alkofarma,,,,,,,,100.0,,,,120.0,,,,,2,,,,1,,,,,174,1.0,1.18347052,1.23076923,"Spray,Botella,Con pulverizador","Spray,Con pulverizador",,Desinfección de manos,"Desinfección de manos,Curar heridas",,Desinfección de objetos y superficies,,Botica/Farmacia de mi barrio,"Porque desinfecta (mata gérmenes y bacterias),Porque es de calidad",Ninguna,"Alkofarma,Hersil","Alkofarma,Hersil",Porque no parece de calidad,Alcohol,"Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°",Alcohol puro 96°,"Una vez al mes,Una vez al mes","Una vez cada 15 días,2. Una vez a la semana,2. Una vez a la semana"
159.0,No,Sí,41.0,36 a 45 años,NSE C1,C1,Femenino,Los Olivos,Su casa,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de cadena,4. Satisfecho,Que la marca sea prestigiosa,Que el producto sea de calidad,Que no dañe la piel,Que el producto me genere confianza,Que esté en promoción/oferta,Que tenga un precio accesible,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,10: Definitivamente lo recomendaría,,9,,,,,Portugal,Portugal,Hersil,Alkofarma,Boreal,Portugal,,Alkofarma,Boreal,Portugal,,Boreal,Portugal,,,Alkofarma,Portugal,,,Alkofarma,,,,,Alkofarma,Boreal,Portugal,,Boreal,Portugal,,,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Boreal,Portugal,,,,Boreal,Portugal,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático),,,Alcohol medicinal 70°,,,,,,,,,,Alkofarma,,,,,,,,,,,,0.0,,,,,,,,,1,,,,,,175,1.0,1.09246215,1.03703704,"Spray,Botella,Con pulverizador",Spray,,"Desinfección de manos,Desinfección de objetos y superficies","Desinfección de objetos y superficies,Curar heridas",,"Desinfección de objetos y superficies,Desinfección de ropa,Desinfección del cuerpo / personas que entran a la casa",,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena,Supermercado","Porque es puro,Porque es de calidad,Porque me da confianza",Alkofarma,"Alkofarma,Portugal,Purol,Hersil","Alkofarma,Portugal,Purol","Porque no tenia buen aroma/su olor no es intenso,Es desconocido",Alcohol,"Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático)","Alcohol medicinal 70%,Alcohol puro 96°","2. Una vez a la semana,2. Una vez a la semana,Con menor frecuencia,Con menor frecuencia,Una vez al mes,Una vez al mes","2 o 3 veces por semana,Una vez cada 15 días,2. Una vez a la semana,2. Una vez a la semana,Una vez cada 15 días,Con menor frecuencia"
160.0,No,Sí,39.0,46 a 55 años,NSE C2,C2,Femenino,Callao,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que se venda en puntos de venta de confianza,Que tenga un precio accesible,Que no dañe la piel,Que el producto me genere confianza,Que esté en promoción/oferta,Que tenga trayectoria,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que el producto sea de calidad,Mifarma,,,,,,,,,,,,,,8,Ninguno,Ninguno,Ninguno [NN,Ninguno,,,,Otras marcas,,,,Cualquiera,,,,Cualquiera,,,,Ninguno,,,,,No precisa,,,,Alkofarma,,,,,,Cualquiera,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Cualquiera,,,,No,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Mifarma,,,,,,,,,,,,500.0,,,,,,,,,1,,,,,176,1.0,1.0297724,1.0,Botella,Spray,,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,,,,Botica/Farmacia de mi barrio,Porque es fácil de encontrar,Mifarma,Mifarma,Mifarma,,,Alcohol puro 96°,Alcohol puro 96°,2. Una vez a la semana,Una vez cada 15 días
161.0,No,Sí,44.0,36 a 45 años,NSE B1,B1,Femenino,San Juan de Miraflores,Trabajador dependiente,Sí,,,Bodega,Bodega,5. Muy satisfecho,Que el producto sea de calidad,Que no dañe la piel,Que se venda en puntos de venta de confianza,Que tenga un empaque práctico,Que tenga trayectoria,Que tenga un precio accesible,Que la marca sea prestigiosa,Que esté en promoción/oferta,Casa Grande,,,,8,,,,,,,,,,,Portugal,Casa Grande,Ninguno [NN,Portugal,,,,No precisa,,,,Portugal,,,,Portugal,,,,Portugal,,,,,Portugal,,,,Portugal,,,,,,No precisa,,,,Portugal,,,,No precisa,,,,Portugal,,,,,,Portugal,,,,No,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Casa Grande,,,,,,,,,,,,900.0,,,,,,,,,1,,,,,177,1.0,1.99097395,1.4,Botella,Spray,,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,,,,Bodega,"Porque desinfecta (mata gérmenes y bacterias),Porque no irrita la piel,Porque tiene buen aroma / se siente el alcohol",Casa Grande,"Casa Grande,Portugal",Casa Grande,,,Alcohol puro 96°,Alcohol puro 96°,Una vez cada 2 o 3 meses,Una vez al mes
162.0,No,Sí,31.0,25 a 35 años,NSE D,D,Femenino,Lima,Su casa,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que tenga un precio accesible,Que tenga todas las certificaciones de calidad,Que no dañe la piel,Que el producto sea de calidad,Que tenga un empaque práctico,Que sea la que siempre compran en mi casa,Que tenga trayectoria,Que esté en promoción/oferta,Erza,,,8,,,,,,,,,,,,Boreal,Erza,Ninguno [NN,Erza,,,,Erza,,,,Erza,,,,Erza,,,,Erza,,,,,Erza,,,,Erza,,,,,,Erza,,,,Erza,,,,Erza,,,,Erza,,,,,,Erza,,,,No,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Matfarma,,,,,,,,,,,,120.0,,,,,,,,,2,,,,,178,1.0,0.77289029,0.93333333,"Spray,Botella,Con pulverizador",Spray,,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,,Desinfección de manos,,Botica/Farmacia de cadena,Porque desinfecta (mata gérmenes y bacterias),Ninguna,"Alkofarma,Erza,Casa Grande,Don Emilio",Erza,,,Alcohol puro 96°,Alcohol puro 96°,Una vez cada 6 meses,2. Una vez a la semana
163.0,No,Sí,40.0,36 a 45 años,NSE B2,B2,Femenino,Jesús María,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que el producto sea de calidad,Que tenga todas las certificaciones de calidad,Que se venda en puntos de venta de confianza,Que tenga un precio accesible,Que sea fácil de encontrar en distintos establecimientos,Que tenga trayectoria,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Inkafarma,,,,,,,,,,,,,,10: Definitivamente lo recomendaría,Ninguno,Inkafarma,Ninguno [NN,Ninguno,,,,Boreal,,,,Alkofarma,Jemfarma,,,Cualquiera,,,,No precisa,,,,,Alkofarma,Jemfarma,Boreal,,Alkofarma,Jemfarma,,,,,Ninguno,,,,Alkofarma,Jemfarma,Boreal,,Alkofarma,Jemfarma,Boreal,,Alkofarma,Jemfarma,,,,,Cualquiera,,,,No,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Inkafarma,,,Stopvid,,,,,,,,,120.0,,1000.0,,,,,,,1,,1,,,180,1.0,0.84784707,1.05555556,"Dispensador,Botella","Dispensador,Botella",Desinfección de manos,,"Desinfección de manos,Desinfección de objetos y superficies",,,,"Botica/Farmacia de cadena,Vendedor independiente amigo/conocido","Porque desinfecta la piel,Porque no me da inconvenientes,Porque es puro",Inkafarma,Inkafarma,Inkafarma,,,"Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%","Bicarbonato de sodio,Alcohol medicinal 70%","Una vez al mes,Una vez al mes,Una vez al mes","Una vez al año,Una vez al mes,Una vez al mes"
164.0,No,Sí,38.0,36 a 45 años,NSE D,D,Femenino,El Agustino,Su casa,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga un empaque práctico,Que tenga todas las certificaciones de calidad,Que no dañe la piel,Que la marca sea prestigiosa,Que esté en promoción/oferta,Que el producto sea de calidad,Que tenga trayectoria,Que se venda en puntos de venta de confianza,Purol,,,,,,,,8,,10: Definitivamente lo recomendaría,,,,,Boreal,Purol,Ninguno [NN,Boreal,Portugal,,,Boreal,Portugal,,,Boreal,Portugal,,,Boreal,,,,Boreal,Portugal,,,,Boreal,Portugal,,,Boreal,Portugal,,,,,Portugal,,,,Boreal,Portugal,,,Boreal,Portugal,,,Boreal,Portugal,,,,,Boreal,Portugal,,,No,Bicarbonato de sodio,Alcohol medicinal 70%,Alcohol puro 96°,,,,,,Alcohol puro 96°,,,,,,,,,,,Alkofarma,,,,,,,,,,,,1000.0,,,,,,,,,2,,,,,181,1.0,0.94332407,0.95454545,"Dispensador,Botella",Spray,Desinfección de manos,Desinfección de manos,Desinfección de manos,,,,"Botica/Farmacia de mi barrio,Bodega",Porque es puro,Ninguna,"Casa Grande,Boreal,Portugal,Purol","Portugal,Purol",,,"Bicarbonato de sodio,Alcohol medicinal 70%,Alcohol puro 96°","Alcohol medicinal 70%,Alcohol puro 96°","Una vez al mes,Una vez al mes,Una vez al mes","Una vez al mes,Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses"
